	prevalence	gene	lifestyle
10068	0.7978723404255319	gene__K07646	non-westernized
4867	0.6774193548387096	gene__K00194	westernized
4868	0.6687898089171974	gene__K00194	westernized
4871	0.7874251497005988	gene__K00194	westernized
4826	0.6391304347826087	gene__K00194	westernized
6148	0.8134328358208955	gene__K00194	westernized
4820	0.5670498084291188	gene__K00194	westernized
4874	0.9281437125748503	gene__K00194	westernized
14294	0.8076923076923077	gene__K00194	westernized
4837	0.8058252427184466	gene__K00194	westernized
15236	0.8565891472868217	gene__K00194	westernized
15216	0.938337801608579	gene__K00194	westernized
15234	0.8521739130434782	gene__K00194	westernized
4867	0.5263157894736842	gene__K00194	non-westernized
4868	0.6229508196721312	gene__K00194	non-westernized
4871	0.6818181818181818	gene__K00194	non-westernized
4826	0.5	gene__K00194	non-westernized
6148	0.5362318840579711	gene__K00194	non-westernized
4820	0.48717948717948717	gene__K00194	non-westernized
4874	0.8387096774193549	gene__K00194	non-westernized
14294	0.42857142857142855	gene__K00194	non-westernized
4837	0.7727272727272727	gene__K00194	non-westernized
15236	0.8387096774193549	gene__K00194	non-westernized
15216	0.8666666666666667	gene__K00194	non-westernized
15234	0.7045454545454546	gene__K00194	non-westernized
3940	0.8285714285714286	gene__K07150	westernized
6836	0.6206896551724138	gene__K07150	westernized
6847	0.8947368421052632	gene__K07150	westernized
7061	0.46987951807228917	gene__K07150	westernized
14294	0.8076923076923077	gene__K07150	westernized
14379	0.125	gene__K07150	westernized
14397	0.08333333333333333	gene__K07150	westernized
14773	0.8522727272727273	gene__K07150	westernized
15120	0.20149253731343283	gene__K07150	westernized
15236	0.937984496124031	gene__K07150	westernized
14311	0.861812778603269	gene__K07150	westernized
15244	0.7046783625730995	gene__K07150	westernized
15249	0.8891625615763546	gene__K07150	westernized
15234	0.8847826086956522	gene__K07150	westernized
15286	0.0	gene__K07150	westernized
10115	0.8997429305912596	gene__K07150	westernized
10068	0.9470013947001394	gene__K07150	westernized
3940	0.9130434782608695	gene__K07150	non-westernized
6836	0.19480519480519481	gene__K07150	non-westernized
6847	0.8970588235294118	gene__K07150	non-westernized
7061	0.32515337423312884	gene__K07150	non-westernized
14294	0.6857142857142857	gene__K07150	non-westernized
14379	0.2222222222222222	gene__K07150	non-westernized
14397	0.10810810810810811	gene__K07150	non-westernized
14773	0.7714285714285715	gene__K07150	non-westernized
15120	0.17857142857142858	gene__K07150	non-westernized
15236	0.9354838709677419	gene__K07150	non-westernized
14311	0.8333333333333334	gene__K07150	non-westernized
15244	0.5454545454545454	gene__K07150	non-westernized
15249	0.8405797101449275	gene__K07150	non-westernized
15234	0.7045454545454546	gene__K07150	non-westernized
15286	0.2898550724637681	gene__K07150	non-westernized
10115	0.7816901408450704	gene__K07150	non-westernized
10068	0.9680851063829787	gene__K07150	non-westernized
698	0.9	gene__K02119	westernized
4867	0.8064516129032258	gene__K02119	westernized
4582	0.9019607843137255	gene__K02119	westernized
714	0.9801980198019802	gene__K02119	westernized
4557	0.8833333333333333	gene__K02119	westernized
5116	0.9428571428571428	gene__K02119	westernized
5115	0.8901098901098901	gene__K02119	westernized
4868	0.8471337579617835	gene__K02119	westernized
4581	0.8700787401574803	gene__K02119	westernized
4198	0.9811066126855601	gene__K02119	westernized
4563	0.8680351906158358	gene__K02119	westernized
4705	0.9111675126903553	gene__K02119	westernized
5118	0.8912280701754386	gene__K02119	westernized
4826	0.9434782608695652	gene__K02119	westernized
4820	0.8735632183908046	gene__K02119	westernized
8018	0.03333333333333333	gene__K02119	westernized
4584	0.9376218323586745	gene__K02119	westernized
4874	0.9865269461077845	gene__K02119	westernized
4837	0.9728155339805825	gene__K02119	westernized
5121	0.9678510998307953	gene__K02119	westernized
5117	0.9939301972685888	gene__K02119	westernized
26864	0.21951219512195122	gene__K02119	westernized
15053	0.8545918367346939	gene__K02119	westernized
698	0.9590163934426229	gene__K02119	non-westernized
4867	0.7684210526315789	gene__K02119	non-westernized
4582	0.8571428571428571	gene__K02119	non-westernized
714	0.9281437125748503	gene__K02119	non-westernized
4557	0.8275862068965517	gene__K02119	non-westernized
5116	1.0	gene__K02119	non-westernized
5115	0.9122807017543859	gene__K02119	non-westernized
4868	0.7540983606557377	gene__K02119	non-westernized
4581	0.5862068965517241	gene__K02119	non-westernized
4198	1.0	gene__K02119	non-westernized
4563	0.8409090909090909	gene__K02119	non-westernized
4705	0.9523809523809523	gene__K02119	non-westernized
5118	0.8888888888888888	gene__K02119	non-westernized
4826	0.8611111111111112	gene__K02119	non-westernized
4820	0.7435897435897436	gene__K02119	non-westernized
8018	0.1	gene__K02119	non-westernized
4584	1.0	gene__K02119	non-westernized
4874	0.967741935483871	gene__K02119	non-westernized
4837	1.0	gene__K02119	non-westernized
5121	0.9454545454545454	gene__K02119	non-westernized
5117	0.9833333333333333	gene__K02119	non-westernized
26864	0.12	gene__K02119	non-westernized
15053	0.9230769230769231	gene__K02119	non-westernized
4670	0.8992805755395683	gene__K01673	westernized
5083	0.8888888888888888	gene__K01673	westernized
5769	0.8918918918918919	gene__K01673	westernized
8640	0.9253731343283582	gene__K01673	westernized
8653	0.972972972972973	gene__K01673	westernized
8655	0.9672131147540983	gene__K01673	westernized
8018	0.8888888888888888	gene__K01673	westernized
5765	0.8996212121212122	gene__K01673	westernized
6191	0.8115942028985508	gene__K01673	westernized
5082	0.9807427785419532	gene__K01673	westernized
6744	0.8301886792452831	gene__K01673	westernized
15102	0.65625	gene__K01673	westernized
15095	0.15	gene__K01673	westernized
15103	0.04672897196261682	gene__K01673	westernized
8007	0.8614318706697459	gene__K01673	westernized
15053	0.7704081632653061	gene__K01673	westernized
15316	0.10771704180064309	gene__K01673	westernized
15452	0.9032258064516129	gene__K01673	westernized
10115	0.9691516709511568	gene__K01673	westernized
10068	0.99302649930265	gene__K01673	westernized
4670	0.8409090909090909	gene__K01673	non-westernized
5083	0.8918918918918919	gene__K01673	non-westernized
5769	0.9	gene__K01673	non-westernized
8640	0.9636363636363636	gene__K01673	non-westernized
8653	0.9104477611940298	gene__K01673	non-westernized
8655	0.9411764705882353	gene__K01673	non-westernized
8018	0.4	gene__K01673	non-westernized
5765	0.6310679611650486	gene__K01673	non-westernized
6191	0.6785714285714286	gene__K01673	non-westernized
5082	1.0	gene__K01673	non-westernized
6744	0.8571428571428571	gene__K01673	non-westernized
15102	0.5652173913043478	gene__K01673	non-westernized
15095	0.37254901960784315	gene__K01673	non-westernized
15103	0.16666666666666666	gene__K01673	non-westernized
8007	0.7671232876712328	gene__K01673	non-westernized
15053	0.6538461538461539	gene__K01673	non-westernized
15316	0.2	gene__K01673	non-westernized
15452	0.8805970149253731	gene__K01673	non-westernized
10115	0.8802816901408451	gene__K01673	non-westernized
10068	1.0	gene__K01673	non-westernized
