	prevalence	gene	lifestyle
6750	0.17391304347826086	gene__K00558	non-westernized
6584	0.0	gene__K00558	non-westernized
5118	0.1111111111111111	gene__K00558	non-westernized
4820	0.23076923076923078	gene__K00558	non-westernized
6847	0.014705882352941176	gene__K00558	non-westernized
6778	0.14606741573033707	gene__K00558	non-westernized
8655	0.0	gene__K00558	non-westernized
8018	0.05	gene__K00558	non-westernized
13999	0.1282051282051282	gene__K00558	non-westernized
4874	0.06451612903225806	gene__K00558	non-westernized
9205	0.15384615384615385	gene__K00558	non-westernized
14240	0.18181818181818182	gene__K00558	non-westernized
14237	0.13333333333333333	gene__K00558	non-westernized
13972	0.030303030303030304	gene__K00558	non-westernized
6191	0.07142857142857142	gene__K00558	non-westernized
15085	0.13157894736842105	gene__K00558	non-westernized
6744	0.05714285714285714	gene__K00558	non-westernized
4938	0.05	gene__K00558	non-westernized
5090	0.15384615384615385	gene__K00558	non-westernized
6783	0.24193548387096775	gene__K00558	non-westernized
4933	0.08571428571428572	gene__K00558	non-westernized
4940	0.0759493670886076	gene__K00558	non-westernized
15087	0.0	gene__K00558	non-westernized
4925	0.11320754716981132	gene__K00558	non-westernized
6796	0.125	gene__K00558	non-westernized
14809	0.12903225806451613	gene__K00558	non-westernized
17231	0.19047619047619047	gene__K00558	non-westernized
15385	0.0	gene__K00558	non-westernized
6754	0.0	gene__K00558	non-westernized
17249	0.4230769230769231	gene__K00558	non-westernized
17241	0.42857142857142855	gene__K00558	non-westernized
15053	0.11538461538461539	gene__K00558	non-westernized
15106	0.0625	gene__K00558	non-westernized
15318	0.10256410256410256	gene__K00558	non-westernized
17247	0.45454545454545453	gene__K00558	non-westernized
17237	0.15789473684210525	gene__K00558	non-westernized
17256	0.13636363636363635	gene__K00558	non-westernized
17248	0.12903225806451613	gene__K00558	non-westernized
15452	0.7313432835820896	gene__K00558	non-westernized
1883	0.6521739130434783	gene__K03601	westernized
4350	0.6818181818181818	gene__K03601	westernized
4372	0.027777777777777776	gene__K03601	westernized
4418	0.6612903225806451	gene__K03601	westernized
4364	0.7786259541984732	gene__K03601	westernized
4373	0.6308724832214765	gene__K03601	westernized
4365	0.8313253012048193	gene__K03601	westernized
4421	0.35036496350364965	gene__K03601	westernized
4422	0.7105263157894737	gene__K03601	westernized
4670	0.7482014388489209	gene__K03601	westernized
4909	0.016260162601626018	gene__K03601	westernized
5083	0.8222222222222222	gene__K03601	westernized
6174	0.84375	gene__K03601	westernized
4367	0.8758815232722144	gene__K03601	westernized
4198	0.9851551956815114	gene__K03601	westernized
5076	0.8625592417061612	gene__K03601	westernized
5077	0.8260869565217391	gene__K03601	westernized
6847	0.7368421052631579	gene__K03601	westernized
7088	0.696969696969697	gene__K03601	westernized
8021	0.8695652173913043	gene__K03601	westernized
8018	0.9333333333333333	gene__K03601	westernized
7061	0.7048192771084337	gene__K03601	westernized
1814	0.9805825242718447	gene__K03601	westernized
5082	0.9931224209078404	gene__K03601	westernized
14824	0.5535714285714286	gene__K03601	westernized
1855	0.8997005988023952	gene__K03601	westernized
14980	0.14634146341463414	gene__K03601	westernized
15102	0.75	gene__K03601	westernized
15095	0.0375	gene__K03601	westernized
15103	0.7850467289719626	gene__K03601	westernized
15120	0.12686567164179105	gene__K03601	westernized
8007	0.6143187066974596	gene__K03601	westernized
15089	0.8113948919449901	gene__K03601	westernized
15260	0.7844827586206896	gene__K03601	westernized
15090	0.7777777777777778	gene__K03601	westernized
15249	0.8201970443349754	gene__K03601	westernized
15091	0.8213627992633518	gene__K03601	westernized
15265	0.8229342327150084	gene__K03601	westernized
15106	0.9376811594202898	gene__K03601	westernized
9226	0.984352773826458	gene__K03601	westernized
10115	0.8791773778920309	gene__K03601	westernized
10068	0.9288702928870293	gene__K03601	westernized
1883	0.782608695652174	gene__K03601	non-westernized
4350	0.7752808988764045	gene__K03601	non-westernized
4372	0.14583333333333334	gene__K03601	non-westernized
4418	0.6052631578947368	gene__K03601	non-westernized
4364	0.8045977011494253	gene__K03601	non-westernized
4373	0.6530612244897959	gene__K03601	non-westernized
4365	0.8888888888888888	gene__K03601	non-westernized
4421	0.23076923076923078	gene__K03601	non-westernized
4422	0.7586206896551724	gene__K03601	non-westernized
4670	0.7954545454545454	gene__K03601	non-westernized
4909	0.40789473684210525	gene__K03601	non-westernized
5083	0.8108108108108109	gene__K03601	non-westernized
6174	0.6	gene__K03601	non-westernized
4367	0.8514851485148515	gene__K03601	non-westernized
4198	0.9782608695652174	gene__K03601	non-westernized
5076	0.8484848484848485	gene__K03601	non-westernized
5077	0.6785714285714286	gene__K03601	non-westernized
6847	0.8676470588235294	gene__K03601	non-westernized
7088	0.6666666666666666	gene__K03601	non-westernized
8021	0.8	gene__K03601	non-westernized
8018	1.0	gene__K03601	non-westernized
7061	0.754601226993865	gene__K03601	non-westernized
1814	1.0	gene__K03601	non-westernized
5082	1.0	gene__K03601	non-westernized
14824	0.8529411764705882	gene__K03601	non-westernized
1855	0.9772727272727273	gene__K03601	non-westernized
14980	0.05	gene__K03601	non-westernized
15102	0.7391304347826086	gene__K03601	non-westernized
15095	0.13725490196078433	gene__K03601	non-westernized
15103	0.8541666666666666	gene__K03601	non-westernized
15120	0.2857142857142857	gene__K03601	non-westernized
8007	0.589041095890411	gene__K03601	non-westernized
15089	0.8666666666666667	gene__K03601	non-westernized
15260	0.8043478260869565	gene__K03601	non-westernized
15090	0.9615384615384616	gene__K03601	non-westernized
15249	0.7971014492753623	gene__K03601	non-westernized
15091	0.9807692307692307	gene__K03601	non-westernized
15265	0.9285714285714286	gene__K03601	non-westernized
15106	0.9375	gene__K03601	non-westernized
9226	0.98	gene__K03601	non-westernized
10115	0.9014084507042254	gene__K03601	non-westernized
10068	0.9574468085106383	gene__K03601	non-westernized
698	0.8	gene__K00549	westernized
1644	0.3096774193548387	gene__K00549	westernized
4290	0.8935532233883059	gene__K00549	westernized
5967	0.8604651162790697	gene__K00549	westernized
6847	0.10526315789473684	gene__K00549	westernized
9205	0.0	gene__K00549	westernized
6744	0.6823899371069182	gene__K00549	westernized
8007	0.4018475750577367	gene__K00549	westernized
17231	0.15	gene__K00549	westernized
17234	0.5895522388059702	gene__K00549	westernized
17249	0.4507042253521127	gene__K00549	westernized
17241	0.4309623430962343	gene__K00549	westernized
9226	0.7368421052631579	gene__K00549	westernized
17247	0.4410377358490566	gene__K00549	westernized
17244	0.7287319422150883	gene__K00549	westernized
17237	0.5563725490196079	gene__K00549	westernized
17256	0.5221518987341772	gene__K00549	westernized
17248	0.7584615384615384	gene__K00549	westernized
10115	0.7275064267352185	gene__K00549	westernized
10068	0.9483960948396095	gene__K00549	westernized
698	0.9590163934426229	gene__K00549	non-westernized
1644	0.28125	gene__K00549	non-westernized
4290	0.8627450980392157	gene__K00549	non-westernized
5967	0.75	gene__K00549	non-westernized
6847	0.022058823529411766	gene__K00549	non-westernized
9205	0.20512820512820512	gene__K00549	non-westernized
6744	0.8	gene__K00549	non-westernized
8007	0.3972602739726027	gene__K00549	non-westernized
17231	0.38095238095238093	gene__K00549	non-westernized
17234	0.782608695652174	gene__K00549	non-westernized
17249	0.6923076923076923	gene__K00549	non-westernized
17241	0.7142857142857143	gene__K00549	non-westernized
9226	0.82	gene__K00549	non-westernized
17247	0.36363636363636365	gene__K00549	non-westernized
17244	0.8709677419354839	gene__K00549	non-westernized
17237	0.5789473684210527	gene__K00549	non-westernized
17256	0.7424242424242424	gene__K00549	non-westernized
17248	0.8387096774193549	gene__K00549	non-westernized
10115	0.7816901408450704	gene__K00549	non-westernized
10068	0.9148936170212766	gene__K00549	non-westernized
698	1.0	gene__K02823	westernized
3957	0.6506024096385542	gene__K02823	westernized
4333	0.782608695652174	gene__K02823	westernized
4350	0.9545454545454546	gene__K02823	westernized
4372	0.8333333333333334	gene__K02823	westernized
4335	0.7523364485981309	gene__K02823	westernized
4364	0.7786259541984732	gene__K02823	westernized
4373	0.9194630872483222	gene__K02823	westernized
4365	0.9196787148594378	gene__K02823	westernized
4328	0.9029605263157895	gene__K02823	westernized
2318	0.9949874686716792	gene__K02823	westernized
4327	0.9584664536741214	gene__K02823	westernized
4303	0.9605678233438486	gene__K02823	westernized
2290	0.7961783439490446	gene__K02823	westernized
2295	0.9629629629629629	gene__K02823	westernized
5769	0.8648648648648649	gene__K02823	westernized
4367	0.9703808180535967	gene__K02823	westernized
6750	0.8095238095238095	gene__K02823	westernized
6778	0.825	gene__K02823	westernized
8018	0.6888888888888889	gene__K02823	westernized
7968	0.75	gene__K02823	westernized
5190	0.8297872340425532	gene__K02823	westernized
5765	0.9128787878787878	gene__K02823	westernized
6191	0.6376811594202898	gene__K02823	westernized
14209	0.7739130434782608	gene__K02823	westernized
15084	0.0	gene__K02823	westernized
14980	0.0	gene__K02823	westernized
6744	0.8584905660377359	gene__K02823	westernized
6783	0.8386308068459658	gene__K02823	westernized
15102	0.6875	gene__K02823	westernized
15095	0.8875	gene__K02823	westernized
15120	0.1044776119402985	gene__K02823	westernized
8007	0.4226327944572748	gene__K02823	westernized
15089	0.8408644400785854	gene__K02823	westernized
15260	0.7183908045977011	gene__K02823	westernized
15236	0.7790697674418605	gene__K02823	westernized
14306	0.9763113367174281	gene__K02823	westernized
15447	0.9	gene__K02823	westernized
14313	0.706959706959707	gene__K02823	westernized
15249	0.458128078817734	gene__K02823	westernized
15091	0.10128913443830571	gene__K02823	westernized
15265	0.8195615514333895	gene__K02823	westernized
15053	0.6403061224489796	gene__K02823	westernized
15106	0.7376811594202899	gene__K02823	westernized
15234	0.44565217391304346	gene__K02823	westernized
15467	0.8931623931623932	gene__K02823	westernized
15452	0.9493087557603687	gene__K02823	westernized
698	0.8934426229508197	gene__K02823	non-westernized
3957	0.9109947643979057	gene__K02823	non-westernized
4333	0.8	gene__K02823	non-westernized
4350	0.9438202247191011	gene__K02823	non-westernized
4372	0.8958333333333334	gene__K02823	non-westernized
4335	0.7096774193548387	gene__K02823	non-westernized
4364	0.7126436781609196	gene__K02823	non-westernized
4373	0.9387755102040817	gene__K02823	non-westernized
4365	0.8888888888888888	gene__K02823	non-westernized
4328	0.875	gene__K02823	non-westernized
2318	0.9523809523809523	gene__K02823	non-westernized
4327	0.9733333333333334	gene__K02823	non-westernized
4303	0.9516129032258065	gene__K02823	non-westernized
2290	0.9090909090909091	gene__K02823	non-westernized
2295	0.9032258064516129	gene__K02823	non-westernized
5769	0.9	gene__K02823	non-westernized
4367	0.9801980198019802	gene__K02823	non-westernized
6750	0.5652173913043478	gene__K02823	non-westernized
6778	0.6741573033707865	gene__K02823	non-westernized
8018	0.8	gene__K02823	non-westernized
7968	0.8571428571428571	gene__K02823	non-westernized
5190	0.8636363636363636	gene__K02823	non-westernized
5765	0.9223300970873787	gene__K02823	non-westernized
6191	0.8928571428571429	gene__K02823	non-westernized
14209	0.8837209302325582	gene__K02823	non-westernized
15084	0.125	gene__K02823	non-westernized
14980	0.1	gene__K02823	non-westernized
6744	0.8857142857142857	gene__K02823	non-westernized
6783	0.8145161290322581	gene__K02823	non-westernized
15102	0.7391304347826086	gene__K02823	non-westernized
15095	0.8823529411764706	gene__K02823	non-westernized
15120	0.14285714285714285	gene__K02823	non-westernized
8007	0.3287671232876712	gene__K02823	non-westernized
15089	0.8888888888888888	gene__K02823	non-westernized
15260	0.782608695652174	gene__K02823	non-westernized
15236	0.8387096774193549	gene__K02823	non-westernized
14306	1.0	gene__K02823	non-westernized
15447	0.8333333333333334	gene__K02823	non-westernized
14313	0.7037037037037037	gene__K02823	non-westernized
15249	0.2898550724637681	gene__K02823	non-westernized
15091	0.07692307692307693	gene__K02823	non-westernized
15265	0.9761904761904762	gene__K02823	non-westernized
15053	0.5769230769230769	gene__K02823	non-westernized
15106	0.9375	gene__K02823	non-westernized
15234	0.5227272727272727	gene__K02823	non-westernized
15467	0.9657142857142857	gene__K02823	non-westernized
15452	0.9701492537313433	gene__K02823	non-westernized
1672	0.9111111111111111	gene__K01206	westernized
1673	0.8695652173913043	gene__K01206	westernized
1928	0.9354838709677419	gene__K01206	westernized
1883	0.782608695652174	gene__K01206	westernized
2229	0.8648648648648649	gene__K01206	westernized
1701	1.0	gene__K01206	westernized
2227	0.9440993788819876	gene__K01206	westernized
2239	0.7477477477477478	gene__K01206	westernized
1666	0.9636363636363636	gene__K01206	westernized
1472	0.9079754601226994	gene__K01206	westernized
4350	0.18181818181818182	gene__K01206	westernized
1853	1.0	gene__K01206	westernized
4372	0.6388888888888888	gene__K01206	westernized
1679	0.9333333333333333	gene__K01206	westernized
4335	0.11682242990654206	gene__K01206	westernized
4373	0.6711409395973155	gene__K01206	westernized
1680	0.9054726368159204	gene__K01206	westernized
4782	0.3333333333333333	gene__K01206	westernized
1677	0.8445945945945946	gene__K01206	westernized
4348	0.8345588235294118	gene__K01206	westernized
4891	0.875	gene__K01206	westernized
2230	0.9209726443768997	gene__K01206	westernized
4328	0.7006578947368421	gene__K01206	westernized
4327	0.19968051118210864	gene__K01206	westernized
4303	0.37066246056782337	gene__K01206	westernized
5063	0.76	gene__K01206	westernized
4894	0.24867724867724866	gene__K01206	westernized
5066	0.9324324324324325	gene__K01206	westernized
4882	0.8144796380090498	gene__K01206	westernized
4198	0.08636977058029689	gene__K01206	westernized
5967	0.16279069767441862	gene__K01206	westernized
4826	0.6673913043478261	gene__K01206	westernized
4584	0.1949317738791423	gene__K01206	westernized
4874	0.9341317365269461	gene__K01206	westernized
9205	0.6666666666666666	gene__K01206	westernized
14238	0.8809523809523809	gene__K01206	westernized
14240	0.3611111111111111	gene__K01206	westernized
14237	0.8235294117647058	gene__K01206	westernized
1814	0.9842233009708737	gene__K01206	westernized
4936	0.4976303317535545	gene__K01206	westernized
1855	0.9955089820359282	gene__K01206	westernized
5090	0.9437751004016064	gene__K01206	westernized
4925	0.7058823529411765	gene__K01206	westernized
15385	0.6101694915254238	gene__K01206	westernized
17234	0.04477611940298507	gene__K01206	westernized
17249	0.795774647887324	gene__K01206	westernized
14861	0.9486552567237164	gene__K01206	westernized
9226	0.9900426742532006	gene__K01206	westernized
15234	0.1934782608695652	gene__K01206	westernized
1672	0.5897435897435898	gene__K01206	non-westernized
1673	0.7906976744186046	gene__K01206	non-westernized
1928	0.8918918918918919	gene__K01206	non-westernized
1883	0.8260869565217391	gene__K01206	non-westernized
2229	0.8125	gene__K01206	non-westernized
1701	0.9691358024691358	gene__K01206	non-westernized
2227	0.8913043478260869	gene__K01206	non-westernized
2239	0.625	gene__K01206	non-westernized
1666	0.9914529914529915	gene__K01206	non-westernized
1472	0.9411764705882353	gene__K01206	non-westernized
4350	0.12359550561797752	gene__K01206	non-westernized
1853	0.9705882352941176	gene__K01206	non-westernized
4372	0.7291666666666666	gene__K01206	non-westernized
1679	0.8768115942028986	gene__K01206	non-westernized
4335	0.0967741935483871	gene__K01206	non-westernized
4373	0.8367346938775511	gene__K01206	non-westernized
1680	0.8230088495575221	gene__K01206	non-westernized
4782	0.6666666666666666	gene__K01206	non-westernized
1677	0.8125	gene__K01206	non-westernized
4348	0.6349206349206349	gene__K01206	non-westernized
4891	0.9166666666666666	gene__K01206	non-westernized
2230	0.9391025641025641	gene__K01206	non-westernized
4328	0.8392857142857143	gene__K01206	non-westernized
4327	0.4	gene__K01206	non-westernized
4303	0.5161290322580645	gene__K01206	non-westernized
5063	0.42857142857142855	gene__K01206	non-westernized
4894	0.49122807017543857	gene__K01206	non-westernized
5066	0.95	gene__K01206	non-westernized
4882	0.8571428571428571	gene__K01206	non-westernized
4198	0.13043478260869565	gene__K01206	non-westernized
5967	0.05555555555555555	gene__K01206	non-westernized
4826	0.6388888888888888	gene__K01206	non-westernized
4584	0.1	gene__K01206	non-westernized
4874	0.9032258064516129	gene__K01206	non-westernized
9205	0.6923076923076923	gene__K01206	non-westernized
14238	0.875	gene__K01206	non-westernized
14240	0.2727272727272727	gene__K01206	non-westernized
14237	0.9333333333333333	gene__K01206	non-westernized
1814	0.92	gene__K01206	non-westernized
4936	0.5625	gene__K01206	non-westernized
1855	1.0	gene__K01206	non-westernized
5090	0.9230769230769231	gene__K01206	non-westernized
4925	0.18867924528301888	gene__K01206	non-westernized
15385	0.36363636363636365	gene__K01206	non-westernized
17234	0.13043478260869565	gene__K01206	non-westernized
17249	0.6538461538461539	gene__K01206	non-westernized
14861	0.9487179487179487	gene__K01206	non-westernized
9226	1.0	gene__K01206	non-westernized
15234	0.20454545454545456	gene__K01206	non-westernized
1474	0.8125	gene__K00426	westernized
1928	0.9032258064516129	gene__K00426	westernized
2229	0.8918918918918919	gene__K00426	westernized
1705	0.8541666666666666	gene__K00426	westernized
1636	0.27906976744186046	gene__K00426	westernized
1662	0.9375	gene__K00426	westernized
1475	0.8666666666666667	gene__K00426	westernized
2227	0.9254658385093167	gene__K00426	westernized
4053	0.8064516129032258	gene__K00426	westernized
1644	0.1935483870967742	gene__K00426	westernized
2021	0.8811881188118812	gene__K00426	westernized
1853	0.7631578947368421	gene__K00426	westernized
1699	0.4045643153526971	gene__K00426	westernized
2230	0.8662613981762918	gene__K00426	westernized
2290	0.8450106157112527	gene__K00426	westernized
5906	0.6610169491525424	gene__K00426	westernized
5904	0.8160919540229885	gene__K00426	westernized
7088	0.13636363636363635	gene__K00426	westernized
9274	0.25	gene__K00426	westernized
1855	0.6991017964071856	gene__K00426	westernized
6962	0.6528925619834711	gene__K00426	westernized
9286	0.8202247191011236	gene__K00426	westernized
10115	0.9254498714652957	gene__K00426	westernized
10068	0.9944211994421199	gene__K00426	westernized
1474	0.3548387096774194	gene__K00426	non-westernized
1928	0.8378378378378378	gene__K00426	non-westernized
2229	0.8541666666666666	gene__K00426	non-westernized
1705	0.8484848484848485	gene__K00426	non-westernized
1636	0.12903225806451613	gene__K00426	non-westernized
1662	0.9482758620689655	gene__K00426	non-westernized
1475	0.8954248366013072	gene__K00426	non-westernized
2227	0.8478260869565217	gene__K00426	non-westernized
4053	0.8863636363636364	gene__K00426	non-westernized
1644	0.125	gene__K00426	non-westernized
2021	0.9323671497584541	gene__K00426	non-westernized
1853	0.8529411764705882	gene__K00426	non-westernized
1699	0.425	gene__K00426	non-westernized
2230	0.8974358974358975	gene__K00426	non-westernized
2290	1.0	gene__K00426	non-westernized
5906	0.5	gene__K00426	non-westernized
5904	0.8888888888888888	gene__K00426	non-westernized
7088	0.2962962962962963	gene__K00426	non-westernized
9274	0.2638888888888889	gene__K00426	non-westernized
1855	0.8181818181818182	gene__K00426	non-westernized
6962	0.7619047619047619	gene__K00426	non-westernized
9286	0.9222222222222223	gene__K00426	non-westernized
10115	0.9788732394366197	gene__K00426	non-westernized
10068	1.0	gene__K00426	non-westernized
4333	0.782608695652174	gene__K03569	westernized
4537	0.8928571428571429	gene__K03569	westernized
4037	0.9359605911330049	gene__K03569	westernized
4891	0.85	gene__K03569	westernized
714	0.9867986798679867	gene__K03569	westernized
4893	0.7450980392156863	gene__K03569	westernized
4900	0.9	gene__K03569	westernized
4886	0.8227272727272728	gene__K03569	westernized
4909	0.8373983739837398	gene__K03569	westernized
4894	0.7883597883597884	gene__K03569	westernized
4882	0.8642533936651584	gene__K03569	westernized
5769	0.8108108108108109	gene__K03569	westernized
6750	0.8095238095238095	gene__K03569	westernized
6847	0.8947368421052632	gene__K03569	westernized
6778	0.75	gene__K03569	westernized
4532	0.9512893982808023	gene__K03569	westernized
7088	0.8787878787878788	gene__K03569	westernized
6478	0.8903803131991052	gene__K03569	westernized
7061	0.9216867469879518	gene__K03569	westernized
5765	0.9356060606060606	gene__K03569	westernized
4910	0.98014440433213	gene__K03569	westernized
6744	0.8616352201257862	gene__K03569	westernized
6783	0.8361858190709046	gene__K03569	westernized
6754	0.9373970345963756	gene__K03569	westernized
15447	0.6083333333333333	gene__K03569	westernized
15467	0.6111111111111112	gene__K03569	westernized
4333	0.64	gene__K03569	non-westernized
4537	0.9090909090909091	gene__K03569	non-westernized
4037	1.0	gene__K03569	non-westernized
4891	0.875	gene__K03569	non-westernized
714	0.9940119760479041	gene__K03569	non-westernized
4893	0.75	gene__K03569	non-westernized
4900	0.9027777777777778	gene__K03569	non-westernized
4886	0.7777777777777778	gene__K03569	non-westernized
4909	0.881578947368421	gene__K03569	non-westernized
4894	0.7192982456140351	gene__K03569	non-westernized
4882	0.8285714285714286	gene__K03569	non-westernized
5769	1.0	gene__K03569	non-westernized
6750	0.8695652173913043	gene__K03569	non-westernized
6847	0.8676470588235294	gene__K03569	non-westernized
6778	0.8764044943820225	gene__K03569	non-westernized
4532	0.9866666666666667	gene__K03569	non-westernized
7088	0.9259259259259259	gene__K03569	non-westernized
6478	0.926829268292683	gene__K03569	non-westernized
7061	0.9815950920245399	gene__K03569	non-westernized
5765	0.9223300970873787	gene__K03569	non-westernized
4910	0.9864864864864865	gene__K03569	non-westernized
6744	0.8857142857142857	gene__K03569	non-westernized
6783	0.8870967741935484	gene__K03569	non-westernized
6754	1.0	gene__K03569	non-westernized
15447	0.7666666666666667	gene__K03569	non-westernized
15467	0.6342857142857142	gene__K03569	non-westernized
1667	0.9117647058823529	gene__K00981	westernized
1672	0.8222222222222222	gene__K00981	westernized
1673	0.8695652173913043	gene__K00981	westernized
1474	0.9375	gene__K00981	westernized
1883	0.8043478260869565	gene__K00981	westernized
1404	0.8431372549019608	gene__K00981	westernized
1705	1.0	gene__K00981	westernized
1617	0.948051948051948	gene__K00981	westernized
1636	0.9767441860465116	gene__K00981	westernized
1701	0.8918918918918919	gene__K00981	westernized
1614	0.9807692307692307	gene__K00981	westernized
1662	0.890625	gene__K00981	westernized
1475	0.6333333333333333	gene__K00981	westernized
1657	0.875	gene__K00981	westernized
1666	0.9272727272727272	gene__K00981	westernized
1644	0.9806451612903225	gene__K00981	westernized
3957	0.6987951807228916	gene__K00981	westernized
1477	0.8446601941747572	gene__K00981	westernized
1676	0.9354838709677419	gene__K00981	westernized
1853	0.9342105263157895	gene__K00981	westernized
4418	0.7741935483870968	gene__K00981	westernized
1679	0.9238095238095239	gene__K00981	westernized
1680	0.945273631840796	gene__K00981	westernized
1613	0.9255663430420712	gene__K00981	westernized
1677	0.8986486486486487	gene__K00981	westernized
1668	0.9120879120879121	gene__K00981	westernized
1699	0.8734439834024896	gene__K00981	westernized
6173	0.8181818181818182	gene__K00981	westernized
6174	0.8125	gene__K00981	westernized
6179	0.6493506493506493	gene__K00981	westernized
5967	0.8604651162790697	gene__K00981	westernized
7088	0.5909090909090909	gene__K00981	westernized
8021	0.8804347826086957	gene__K00981	westernized
8018	0.8777777777777778	gene__K00981	westernized
9243	0.8125	gene__K00981	westernized
7968	0.8409090909090909	gene__K00981	westernized
9202	0.3333333333333333	gene__K00981	westernized
5190	0.851063829787234	gene__K00981	westernized
7061	0.6686746987951807	gene__K00981	westernized
9274	0.6875	gene__K00981	westernized
1814	0.9526699029126213	gene__K00981	westernized
14379	0.6875	gene__K00981	westernized
6191	0.8019323671497585	gene__K00981	westernized
14824	0.75	gene__K00981	westernized
9273	0.8342541436464088	gene__K00981	westernized
1855	0.9805389221556886	gene__K00981	westernized
8007	0.8521939953810623	gene__K00981	westernized
14809	0.7629310344827587	gene__K00981	westernized
9286	0.9185393258426966	gene__K00981	westernized
17231	0.275	gene__K00981	westernized
9283	0.9749430523917996	gene__K00981	westernized
15447	0.8916666666666667	gene__K00981	westernized
17234	0.5149253731343284	gene__K00981	westernized
17249	0.5140845070422535	gene__K00981	westernized
17241	0.7489539748953975	gene__K00981	westernized
15467	0.7735042735042735	gene__K00981	westernized
17247	0.7665094339622641	gene__K00981	westernized
17244	0.985553772070626	gene__K00981	westernized
17237	0.803921568627451	gene__K00981	westernized
17256	0.8607594936708861	gene__K00981	westernized
17248	0.9415384615384615	gene__K00981	westernized
10115	0.9588688946015425	gene__K00981	westernized
10068	0.99581589958159	gene__K00981	westernized
1667	0.9523809523809523	gene__K00981	non-westernized
1672	0.7948717948717948	gene__K00981	non-westernized
1673	0.813953488372093	gene__K00981	non-westernized
1474	0.9838709677419355	gene__K00981	non-westernized
1883	0.8260869565217391	gene__K00981	non-westernized
1404	0.9672131147540983	gene__K00981	non-westernized
1705	0.9393939393939394	gene__K00981	non-westernized
1617	0.9024390243902439	gene__K00981	non-westernized
1636	0.967741935483871	gene__K00981	non-westernized
1701	0.8641975308641975	gene__K00981	non-westernized
1614	0.9491525423728814	gene__K00981	non-westernized
1662	0.896551724137931	gene__K00981	non-westernized
1475	0.7712418300653595	gene__K00981	non-westernized
1657	0.8987341772151899	gene__K00981	non-westernized
1666	0.9487179487179487	gene__K00981	non-westernized
1644	0.90625	gene__K00981	non-westernized
3957	0.9214659685863874	gene__K00981	non-westernized
1477	0.9056603773584906	gene__K00981	non-westernized
1676	0.9668874172185431	gene__K00981	non-westernized
1853	0.9411764705882353	gene__K00981	non-westernized
4418	0.631578947368421	gene__K00981	non-westernized
1679	0.9492753623188406	gene__K00981	non-westernized
1680	0.9469026548672567	gene__K00981	non-westernized
1613	0.9214659685863874	gene__K00981	non-westernized
1677	0.9479166666666666	gene__K00981	non-westernized
1668	0.8774509803921569	gene__K00981	non-westernized
1699	0.86875	gene__K00981	non-westernized
6173	0.7941176470588235	gene__K00981	non-westernized
6174	0.75	gene__K00981	non-westernized
6179	0.9146341463414634	gene__K00981	non-westernized
5967	0.8333333333333334	gene__K00981	non-westernized
7088	0.6666666666666666	gene__K00981	non-westernized
8021	0.84	gene__K00981	non-westernized
8018	0.25	gene__K00981	non-westernized
9243	0.8620689655172413	gene__K00981	non-westernized
7968	0.8571428571428571	gene__K00981	non-westernized
9202	0.17647058823529413	gene__K00981	non-westernized
5190	0.9090909090909091	gene__K00981	non-westernized
7061	0.7607361963190185	gene__K00981	non-westernized
9274	0.6875	gene__K00981	non-westernized
1814	1.0	gene__K00981	non-westernized
14379	0.8518518518518519	gene__K00981	non-westernized
6191	0.8928571428571429	gene__K00981	non-westernized
14824	0.7794117647058824	gene__K00981	non-westernized
9273	0.8292682926829268	gene__K00981	non-westernized
1855	1.0	gene__K00981	non-westernized
8007	0.8493150684931506	gene__K00981	non-westernized
14809	0.8387096774193549	gene__K00981	non-westernized
9286	0.9777777777777777	gene__K00981	non-westernized
17231	0.42857142857142855	gene__K00981	non-westernized
9283	0.9354838709677419	gene__K00981	non-westernized
15447	0.8	gene__K00981	non-westernized
17234	0.6086956521739131	gene__K00981	non-westernized
17249	0.8076923076923077	gene__K00981	non-westernized
17241	0.8095238095238095	gene__K00981	non-westernized
15467	0.92	gene__K00981	non-westernized
17247	0.9090909090909091	gene__K00981	non-westernized
17244	0.9516129032258065	gene__K00981	non-westernized
17237	0.7368421052631579	gene__K00981	non-westernized
17256	0.9545454545454546	gene__K00981	non-westernized
17248	0.967741935483871	gene__K00981	non-westernized
10115	0.8169014084507042	gene__K00981	non-westernized
10068	1.0	gene__K00981	non-westernized
4212	0.8157894736842105	gene__K07742	westernized
4333	0.8695652173913043	gene__K07742	westernized
4335	0.8785046728971962	gene__K07742	westernized
4272	0.8043478260869565	gene__K07742	westernized
4280	0.5833333333333334	gene__K07742	westernized
4328	0.8848684210526315	gene__K07742	westernized
4247	0.8333333333333334	gene__K07742	westernized
4422	0.9375	gene__K07742	westernized
4303	0.06309148264984227	gene__K07742	westernized
4425	0.7694369973190348	gene__K07742	westernized
5769	0.8378378378378378	gene__K07742	westernized
6173	0.8181818181818182	gene__K07742	westernized
6174	0.8125	gene__K07742	westernized
5906	0.576271186440678	gene__K07742	westernized
5904	0.47126436781609193	gene__K07742	westernized
6179	0.8441558441558441	gene__K07742	westernized
6847	0.7894736842105263	gene__K07742	westernized
7088	0.6060606060606061	gene__K07742	westernized
5809	0.9753521126760564	gene__K07742	westernized
7061	0.7108433734939759	gene__K07742	westernized
14238	0.9047619047619048	gene__K07742	westernized
